inadimplente_2anos,idade,renda_mensal,dependentes,uso_limite_rotativo,razao_divida,linhas_credito_abertas,financiamentos_imobiliarios,atrasos_30_59_dias,atrasos_60_89_dias,atrasos_90_mais_dias
0,61,,,0.041257909,2.0,11,4,0,0,0
0,47,8000.0,2.0,0.096737158,0.009748781,2,0,0,0,0
0,58,3833.0,0.0,0.31844615,1.382629108,26,4,0,0,0
0,52,3500.0,0.0,0.186987534,0.023993145,4,0,0,0,0
0,68,10000.0,1.0,0.006541851,0.108089191,10,2,0,0,0
0,39,3097.0,3.0,0.180972181,0.384441575,7,1,1,0,0
0,74,,0.0,0.00750765,2.0,4,0,0,0,0
0,46,10200.0,0.0,0.06790706,0.149103029,6,2,0,0,0
0,44,4067.0,1.0,0.033461782,1.243362832,5,2,0,0,0
0,68,,0.0,0.007520592,2.0,4,0,0,0,0
0,68,8168.0,0.0,0.015271802,0.12290366,6,0,0,0,0
0,31,500.0,0.0,0.51712072,0.123752495,3,0,0,0,0
0,34,4500.0,0.0,0.317975796,0.297933792,11,2,0,0,0
0,67,4145.0,0.0,0.297594642,0.239507959,13,0,0,0,0
0,58,14000.0,4.0,0.444837661,0.366545247,9,2,0,1,0
0,39,,0.0,0.277956679,2.0,9,2,0,0,0
0,58,3228.0,0.0,0.003722015,0.63332301,5,1,0,0,0
0,61,3300.0,0.0,0.0,0.2226598,14,1,0,0,0
0,59,19167.0,0.0,0.0,0.218854341,13,2,0,0,0
0,36,12000.0,0.0,0.151912549,0.266394467,22,2,0,0,0
0,59,4500.0,0.0,0.0,0.351699622,12,1,0,0,0
0,43,,0.0,0.175727593,2.0,4,1,1,0,0
0,77,1000.0,0.0,0.011498563,0.001998002,1,0,0,0,0
0,48,4550.0,0.0,0.0,0.517468688,7,2,0,0,0
0,81,2751.0,1.0,0.163037489,0.086482558,7,0,0,0,0
0,51,3150.0,0.0,0.047311582,0.100920343,5,0,0,0,0
0,53,7943.0,0.0,0.083880003,0.199647533,8,1,0,0,0
0,56,2700.0,2.0,0.089478348,1.065901518,11,1,0,0,0
0,63,4139.0,1.0,0.773519223,1.129227053,12,1,0,0,0
0,55,9450.0,0.0,0.093962275,0.112051635,6,2,0,0,0
0,54,5417.0,1.0,0.21955042,0.315983758,20,2,0,0,0
0,55,6799.0,0.0,0.147996253,0.323088235,5,1,0,0,0
0,72,,0.0,0.576518559,2.0,11,1,0,0,0
0,53,8639.0,3.0,0.243872021,0.534027778,22,2,0,0,0
0,27,,0.0,0.362483818,2.0,4,0,0,0,0
0,31,3800.0,0.0,0.116676791,0.343593791,7,1,0,0,0
0,38,5821.0,4.0,0.9999999,0.43369976,7,1,0,0,0
0,40,12500.0,2.0,0.496911825,0.452363811,11,2,0,0,0
0,48,3937.0,0.0,0.130902106,0.427882174,17,1,1,0,0
0,50,3500.0,3.0,0.54699881,0.748071979,9,2,0,0,0
0,34,2083.0,0.0,0.072277109,0.025911708,2,0,0,0,0
0,48,3000.0,5.0,0.0,0.370876375,14,1,2,0,0
0,57,3500.0,1.0,0.175932019,0.655812625,9,1,1,0,0
0,30,4000.0,1.0,0.050789842,0.315171207,4,1,0,0,0
0,28,3166.0,0.0,0.0,0.144616356,7,0,0,0,0
0,36,9583.0,1.0,0.21286031,0.563752087,10,2,0,0,0
0,60,6825.0,0.0,0.012682366,0.412979783,20,2,0,0,0
0,58,12000.0,4.0,0.121557062,0.342971419,23,2,0,0,0
0,49,3100.0,0.0,0.040795358,0.801999355,11,1,0,0,0
0,40,6800.0,3.0,0.147712223,0.034847816,6,0,0,0,0
0,63,,,0.0,2.0,4,0,0,0,0
0,50,3477.0,1.0,0.0,0.726566993,5,1,1,0,0
0,38,,0.0,0.070771911,2.0,6,1,0,0,0
1,47,5416.0,1.0,1.046279103,1.104301274,6,2,1,0,0
0,63,5146.0,2.0,0.323719804,0.610841267,9,2,0,0,0
0,42,6916.0,0.0,0.36459777,0.593899089,7,3,0,0,0
0,54,1875.0,0.0,0.637736406,2.0,9,2,2,0,0
0,63,,0.0,0.081379827,2.0,8,1,0,0,0
0,29,1.0,2.0,0.020966389,2.0,3,1,0,0,0
0,36,7734.0,0.0,0.170103002,0.138461538,8,0,0,0,0
0,33,5000.0,0.0,0.771845631,0.852429514,7,3,0,0,0
0,72,4500.0,0.0,0.05538241,0.089091313,4,0,0,0,0
0,29,,0.0,0.9999999,2.0,2,0,0,0,0
0,53,7506.0,3.0,0.16653274,0.543625949,11,3,0,0,0
0,79,4200.0,0.0,0.008632035,0.365151154,9,1,0,0,0
0,58,9455.0,2.0,0.13527952,0.342005076,11,2,0,0,0
0,69,5000.0,1.0,0.167571389,0.330733853,10,1,0,0,0
0,69,2255.0,3.0,0.9999999,0.005319149,0,0,0,0,1
0,75,10065.0,0.0,0.068335151,0.010927876,9,0,0,0,0
0,41,2400.0,0.0,0.0,0.907538526,6,1,0,0,0
1,35,,1.0,0.946963874,2.0,6,1,0,0,0
0,46,7700.0,1.0,0.405183973,0.667835346,22,2,0,0,0
0,65,,1.0,0.055549313,2.0,6,1,0,0,0
0,55,3970.0,0.0,0.676195456,0.436665827,10,1,0,0,1
0,55,,0.0,0.184986787,2.0,11,1,4,0,0
1,51,6200.0,0.0,0.085338293,0.477503628,11,1,0,0,0
1,25,2916.0,0.0,0.0,0.152896812,3,0,0,1,0
1,44,3883.0,1.0,0.786485406,0.291709578,7,0,0,2,2
0,86,,0.0,0.0112096,2.0,3,0,0,0,0
0,56,5000.0,0.0,0.03833451,0.438912218,7,2,0,0,0
0,55,15000.0,3.0,0.714980139,0.47090194,12,2,0,0,0
0,64,6833.0,0.0,0.043032042,0.332016389,14,2,0,0,0
0,53,3500.0,0.0,1.095083357,0.536703799,7,1,5,2,1
0,49,,0.0,0.0,2.0,11,1,0,0,0
0,55,3250.0,4.0,0.9999999,0.156259612,5,0,0,0,0
0,80,5000.0,0.0,0.101430135,0.016196761,9,0,1,0,0
1,38,1.0,2.0,0.025892469,2.0,13,0,0,0,0
0,44,21000.0,3.0,0.762158561,0.224465502,5,1,4,0,0
0,40,3300.0,0.0,0.231692268,0.119660709,7,0,0,0,0
0,35,,0.0,0.114869499,2.0,6,0,0,0,0
0,69,3400.0,0.0,0.035489848,0.308438695,9,1,0,0,0
0,64,5200.0,0.0,0.045423864,0.181311286,4,1,0,0,0
0,61,9866.0,2.0,0.311954668,0.269281443,12,2,0,0,0
0,46,4800.0,4.0,0.078738916,0.166215372,6,1,0,0,0
0,49,7272.0,0.0,0.137609462,0.429533892,11,2,0,0,0
0,64,9000.0,0.0,0.030173038,0.17386957,8,1,0,0,0
0,40,10000.0,2.0,0.021978375,0.443755624,12,5,0,0,0
0,27,5833.0,0.0,0.443696851,0.024340075,4,0,0,0,0
0,60,,1.0,0.007506793,2.0,8,1,0,0,0
0,92,2650.0,0.0,0.046640328,0.034326669,13,0,1,0,0
0,50,8750.0,0.0,0.292365949,0.420180551,8,2,0,0,0
0,64,,0.0,0.20808276,2.0,14,2,0,0,0
0,66,1937.0,0.0,0.9999999,0.358101135,4,0,1,0,1
0,53,19000.0,2.0,0.013500824,0.183464028,8,1,0,0,0
0,62,6000.0,0.0,0.9999999,0.04965839,1,0,0,0,0
1,63,,0.0,0.655316473,2.0,19,2,0,0,0
0,50,,0.0,0.9999999,2.0,4,1,2,0,0
0,61,2200.0,0.0,0.028113957,0.031349387,12,0,0,0,0
0,42,1.0,2.0,0.222696207,2.0,3,1,0,0,0
0,63,5250.0,0.0,0.593985244,0.332698534,4,2,0,0,0
0,73,4166.0,0.0,0.017508178,0.135589153,12,1,1,0,0
0,72,7600.0,0.0,0.611865678,0.04578345,3,1,0,0,0
0,52,5215.0,0.0,0.333060631,0.700153374,15,2,3,1,0
0,45,8167.0,2.0,0.009025178,0.376836435,4,1,0,0,0
0,44,6962.0,0.0,0.260271523,0.296854804,11,1,0,0,0
0,63,6001.0,0.0,0.455950788,0.701766078,19,2,1,0,0
0,37,6000.0,0.0,0.080288098,0.322446259,7,1,0,0,0
1,38,3556.0,2.0,1.953488372,0.153500141,5,0,0,0,0
0,36,2000.0,1.0,0.181557324,0.56071964,7,1,0,0,0
0,41,6400.0,2.0,0.147123525,0.436025621,5,1,0,0,0
0,63,10000.0,0.0,0.025601772,0.262773723,8,1,1,0,0
0,76,7704.0,0.0,0.0,0.002465931,3,0,0,0,0
0,43,2600.0,0.0,0.196372799,0.537485582,10,1,0,0,0
0,64,2900.0,0.0,0.083945242,0.588073078,6,1,0,0,0
0,67,12916.0,0.0,0.034833091,0.460246187,9,2,0,0,0
0,52,4416.0,1.0,0.787522133,0.353860086,12,0,0,0,0
0,66,,0.0,0.0,2.0,8,1,0,0,0
0,55,5000.0,0.0,0.125429152,0.476704659,3,2,0,0,0
0,42,5833.0,2.0,0.06037487,0.578676723,17,2,0,0,0
0,28,,,0.9999999,0.0,0,0,0,0,0
0,47,14000.0,1.0,0.295928252,0.283765445,6,2,0,0,0
1,61,5500.0,1.0,0.973339258,0.209961825,11,0,1,1,0
0,73,10500.0,0.0,0.002856735,0.000285687,10,0,0,0,0
0,58,,0.0,0.877564897,2.0,10,2,0,0,0
0,68,6000.0,0.0,0.9999999,0.040493251,0,0,0,0,0
0,41,9000.0,0.0,0.053431552,0.20364404,3,1,0,0,0
0,44,9200.0,0.0,0.732660667,0.14041952,15,1,2,0,0
0,42,6694.0,4.0,0.084220458,0.458551158,26,2,0,0,0
0,40,10000.0,2.0,0.114561798,0.359964004,20,2,0,0,0
0,78,4500.0,0.0,0.012151003,0.008886914,12,0,0,0,0
0,81,3333.0,0.0,0.081310737,0.165566887,4,0,0,0,0
0,49,6625.0,0.0,0.09811305,0.257017809,9,2,0,0,0
1,58,3500.0,0.0,1.048210842,0.151956584,12,0,7,0,0
0,54,9750.0,2.0,0.011883886,0.092913547,8,1,0,0,0
0,33,7166.0,0.0,0.75264947,0.058322869,6,0,1,0,0
0,53,8500.0,5.0,0.112321289,0.266909775,9,1,0,0,0
0,23,1725.0,0.0,0.0,0.0,1,0,0,0,0
0,49,15000.0,1.0,0.634327056,0.123125125,7,0,1,0,0
0,44,4825.0,2.0,0.15576324,0.278077082,4,1,0,0,0
0,63,9387.0,0.0,0.0,0.007988922,9,0,0,0,0
0,42,,0.0,0.090614887,2.0,5,0,0,0,0
0,65,12500.0,1.0,0.034645112,0.125189985,4,1,0,0,0
0,54,,0.0,0.027446383,2.0,6,1,0,0,0
0,28,4991.0,0.0,0.412398622,0.037259615,5,0,0,0,0
0,78,,,0.024670782,2.0,6,1,0,0,0
0,66,2500.0,0.0,0.046710961,1.117952819,12,1,0,0,0
0,32,6800.0,2.0,0.976531824,0.264078812,6,0,0,0,0
0,43,208333.0,1.0,0.007982621,0.009691169,11,1,1,0,0
0,59,5700.0,1.0,0.267541336,0.637607437,13,2,0,0,0
0,76,2900.0,0.0,0.019779326,0.267149259,9,0,0,0,0
0,68,3600.0,0.0,0.010402205,0.094140517,6,1,0,0,0
0,61,1285.0,0.0,0.9999999,0.529548989,3,1,0,0,0
0,68,4464.0,1.0,0.029816467,0.175139978,12,1,0,0,0
0,57,11666.0,1.0,0.181713732,0.130453416,17,1,0,0,0
0,68,4668.0,2.0,0.051368557,0.445277361,10,1,0,0,0
0,57,26484.0,3.0,0.29264536,0.205927884,11,2,0,0,0
1,46,1705.0,0.0,0.220823719,0.637749121,5,0,1,0,0
0,69,8332.0,0.0,0.008099838,0.389895596,3,1,0,0,0
0,44,6666.0,1.0,0.0,0.326383681,4,2,0,0,0
0,28,3750.0,0.0,0.006099797,0.139429485,8,0,0,0,0
0,53,7500.0,1.0,0.909538698,0.595653913,16,1,1,0,0
0,40,8855.0,0.0,0.941072508,0.178184282,9,1,0,0,0
0,36,5411.0,1.0,0.991667222,0.554878049,10,2,1,0,0
0,42,16250.0,1.0,0.691488418,0.272721679,11,1,0,0,0
0,64,2652.0,0.0,0.112855258,0.307576329,6,1,0,0,0
0,57,,,0.260971034,2.0,16,3,0,0,0
0,62,16615.0,1.0,0.048244493,0.262879153,11,1,0,0,0
0,47,9493.0,0.0,0.9999999,0.092163472,2,0,0,1,2
0,62,5480.0,0.0,0.9999999,0.0,3,0,0,0,0
0,49,5000.0,3.0,0.074256375,0.347930414,11,2,0,0,0
0,66,8900.0,0.0,0.144878408,0.28446242,9,1,0,0,0
0,54,5081.0,2.0,0.191001932,0.705627706,10,2,0,0,0
0,56,,1.0,0.219382879,2.0,9,1,1,0,0
0,83,4216.0,0.0,0.679813777,0.689589756,6,2,0,0,0
0,45,8333.0,2.0,2.0,0.339332853,7,2,0,0,0
0,29,2300.0,3.0,0.371875401,0.53628857,9,1,0,0,0
0,67,13054.0,0.0,0.025856408,0.083799311,13,1,0,0,0
0,29,2725.0,0.0,0.547887778,0.24651504,5,0,1,1,0
0,46,15800.0,4.0,0.271668778,0.282830201,14,2,1,0,0
0,25,0.0,0.0,0.085152475,2.0,5,0,0,0,0
0,68,4000.0,0.0,0.897203427,0.787803049,8,2,0,0,0
0,33,4900.0,1.0,0.25889775,0.537441339,3,1,0,0,0
0,55,5590.0,0.0,0.0,0.03988553,8,0,1,0,0
0,46,6666.0,3.0,0.035940506,0.271186441,10,1,0,0,0
0,66,11600.0,1.0,0.9999999,0.046633911,2,0,0,0,0
0,66,3172.0,0.0,0.465238835,0.391427671,8,1,0,0,1
0,48,500.0,0.0,0.865423051,0.075848303,1,0,0,0,0
0,52,11000.0,4.0,0.696411671,0.408871921,11,1,0,0,0
0,32,6667.0,0.0,0.544497658,0.166766647,5,0,1,0,1
0,51,7750.0,2.0,0.081238383,0.066830086,14,0,0,0,0
0,27,4166.0,0.0,0.948762809,0.144948404,5,0,0,0,0
0,32,7460.0,0.0,0.0,0.463610776,10,1,2,1,0
0,30,1500.0,0.0,0.016598893,0.136575616,5,0,0,0,0
0,37,6179.0,3.0,0.063329564,0.329935275,6,1,0,0,0
0,49,8333.0,1.0,0.093638481,0.042836573,10,0,0,0,0
0,37,7900.0,5.0,0.0,0.184027338,5,1,0,0,0
0,36,5500.0,0.0,0.730271957,0.632794037,10,2,1,0,0
0,62,3666.0,0.0,0.426371142,0.406053995,15,1,1,0,0
0,57,8000.0,1.0,0.948978489,0.043744532,3,0,0,0,0
0,59,4200.0,1.0,0.0,0.0,7,0,0,0,0
0,38,3550.0,4.0,1.00264667,0.472542946,8,0,2,1,1
0,92,,0.0,0.0164781,2.0,3,0,0,0,0
0,58,,0.0,0.042606843,2.0,13,3,0,0,0
0,37,6100.0,0.0,0.022890604,0.288477299,16,1,0,0,0
0,63,1244.0,0.0,0.283821988,0.750200803,9,0,0,0,0
0,32,12500.0,0.0,0.319779462,1.247340213,12,8,0,0,0
0,52,6946.0,1.0,0.155240525,0.483518065,15,2,0,0,0
0,43,0.0,2.0,0.013115183,2.0,21,2,0,0,0
0,29,2090.0,0.0,0.067259209,0.168340507,3,0,1,0,0
0,45,7500.0,2.0,0.284236153,0.318890815,9,1,1,0,0
0,38,2423.0,1.0,0.727560021,0.712458746,6,1,0,0,0
0,62,7090.0,0.0,0.687779097,0.249471161,15,0,0,0,0
0,29,,0.0,0.9999999,0.0,0,0,0,0,0
0,41,6500.0,2.0,0.033708851,0.408706353,9,1,0,0,0
0,29,3000.0,0.0,0.0,0.193935355,7,0,0,0,0
1,47,25000.0,3.0,0.03719769,0.03975841,11,1,0,0,0
0,55,4400.0,1.0,0.0,0.388320836,4,2,1,0,0
0,87,5213.0,0.0,0.053589282,0.001534331,4,0,0,0,0
0,41,9230.0,0.0,0.100773109,0.199761673,7,1,0,0,0
0,61,913.0,0.0,0.0,1.394967177,11,2,0,0,0
0,28,4000.0,1.0,0.399946674,0.189702574,6,0,0,0,0
0,43,1984.0,4.0,0.052653171,0.572292191,9,0,0,0,0
0,71,4300.0,1.0,0.072318616,0.426412462,8,2,0,0,0
0,46,16100.0,2.0,0.203959597,0.072914726,6,1,0,0,0
0,30,5600.0,0.0,0.9999999,0.090341011,1,0,0,0,0
1,43,7523.0,1.0,0.880370887,0.461323764,6,1,0,0,0
0,59,15928.0,1.0,0.429246267,0.381254316,17,1,0,0,0
0,47,,1.0,0.0,2.0,2,1,0,0,0
0,61,,0.0,0.049529205,2.0,15,0,0,0,0
0,72,3697.0,0.0,0.360907571,0.356679286,6,1,0,0,0
0,50,5773.0,1.0,0.335737457,0.45722203,9,1,0,0,0
1,68,25000.0,0.0,0.635720859,0.218071277,27,3,1,0,0
0,58,,0.0,0.0,2.0,20,5,0,0,0
0,69,3000.0,0.0,0.507972665,0.193935355,10,0,2,2,2
0,71,,0.0,0.245841666,2.0,5,0,0,0,0
1,48,,0.0,0.953343701,2.0,5,2,2,2,1
0,37,4500.0,1.0,0.9999999,0.184625639,2,0,0,0,0
0,50,,2.0,0.118853837,2.0,7,1,0,0,0
0,38,1886.0,0.0,0.630073985,0.563328034,3,1,0,0,0
0,35,,0.0,0.9999999,2.0,1,1,0,0,0
0,59,14330.0,0.0,0.028423247,0.033982276,12,1,0,0,0
0,67,5666.0,0.0,0.143427862,0.119463561,9,0,0,0,0
0,30,2500.0,2.0,0.186682782,0.698120752,7,2,0,0,0
0,56,19580.0,1.0,0.496388581,0.170164956,12,1,0,0,0
0,51,8000.0,2.0,0.457526639,0.333583302,16,2,0,0,0
0,40,,0.0,0.728218119,2.0,10,2,1,0,0
0,28,1187.0,0.0,0.947264856,0.467171717,4,0,0,0,0
0,54,4700.0,2.0,0.013916922,0.017655818,7,0,0,0,0
0,46,,0.0,0.066347297,2.0,6,2,1,0,0
0,57,,0.0,0.502958087,2.0,5,2,0,0,0
0,35,3871.0,3.0,1.047495906,0.314566116,8,2,2,1,0
0,79,2500.0,0.0,0.012586354,0.009596162,11,0,0,0,0
0,46,5000.0,3.0,0.543445655,0.267146571,6,2,0,0,0
0,79,,0.0,0.026580302,2.0,7,1,0,0,0
0,64,8636.0,1.0,0.082317351,0.214426305,29,1,0,0,0
0,74,2000.0,0.0,0.292541492,0.164917541,3,0,0,0,0
0,64,10500.0,0.0,0.024240472,0.101514142,20,1,0,0,0
0,63,9000.0,0.0,0.047650102,0.387956894,6,2,0,0,0
1,63,6150.0,1.0,0.739146488,0.285156885,12,0,1,0,0
0,54,3640.0,1.0,0.186890655,0.655589124,7,1,0,0,0
0,63,8050.0,3.0,0.007501937,0.278226307,13,2,0,0,0
0,45,14491.0,3.0,0.522314625,0.290229092,13,1,0,0,0
0,22,,,0.9999999,2.0,0,0,0,0,0
0,66,,,0.571604587,2.0,12,0,0,0,0
0,57,5228.0,0.0,0.903231566,0.13080895,10,0,0,0,0
0,43,2300.0,1.0,0.017043518,0.10821382,6,0,0,0,0
0,61,20000.0,0.0,0.060733396,0.008549573,8,0,0,0,0
0,54,,1.0,0.000582648,2.0,13,1,0,0,0
0,90,,0.0,0.003894686,2.0,11,1,0,0,0
0,60,7550.0,0.0,0.250008365,2.0,26,0,0,0,0
0,34,3201.0,0.0,0.466334165,0.007495315,3,0,2,0,0
0,38,,0.0,0.114588541,2.0,2,0,0,0,0
0,60,4200.0,0.0,0.9999999,0.0,0,0,0,0,0
0,76,8200.0,0.0,0.267905614,0.285452994,12,0,0,0,0
0,76,9600.0,2.0,0.029694361,0.070513488,7,0,0,0,0
0,39,10154.0,2.0,0.305246317,0.188281635,6,1,0,0,0
0,83,,0.0,0.000685675,0.0,4,0,0,0,0
0,63,4697.0,1.0,0.702493864,0.582162622,8,2,0,0,0
0,52,9700.0,0.0,0.742436041,0.414081023,10,2,0,0,0
1,58,,0.0,0.802417179,2.0,5,0,1,0,1
0,42,6250.0,2.0,0.9999999,0.113421853,3,0,1,1,3
0,63,1.0,0.0,0.134191514,2.0,9,1,0,0,0
0,58,7752.0,2.0,0.002556199,0.115826132,17,0,0,0,0
0,62,5394.0,0.0,0.088845558,0.073772011,5,0,0,0,0
0,46,5800.0,2.0,0.203947961,1.206516118,12,4,1,0,1
0,27,7444.0,0.0,0.006666097,0.000268637,5,0,0,0,0
0,27,3724.0,1.0,0.014049649,0.352214765,4,1,0,0,0
0,35,3064.0,3.0,0.9999999,0.092985318,1,0,1,0,0
0,55,9700.0,0.0,0.368866624,0.437996083,18,2,0,0,0
